2267	100	0	0
0	1	2	99
1	1	9	22
2	1	6	39
3	1	3	64
4	1	17	89
5	1	9	37
6	1	3	43
7	1	10	75
8	1	5	26
9	1	2	12
10	1	9	89
11	1	2	77
12	1	5	89
13	1	7	29
14	1	2	40
15	1	5	20
16	1	4	94
17	1	2	76
18	1	3	48
19	1	3	80
20	1	3	32
21	1	10	10
22	1	4	70
23	1	8	20
24	1	2	65
25	1	4	65
26	1	3	16
27	1	10	66
28	1	2	81
29	1	3	45
30	2	17	88
31	2	11	19
32	2	5	12
33	2	8	40
34	2	6	66
35	2	5	87
36	2	3	35
37	3	12	21
38	3	5	32
39	3	6	25
40	3	13	16
41	3	4	98
42	3	6	48
43	3	4	73
44	3	4	21
45	4	6	12
46	4	24	26
47	4	5	75
48	4	8	89
49	4	9	20
50	4	16	38
51	5	6	15
52	5	7	69
53	5	10	55
54	5	6	39
55	5	11	45
56	5	6	12
57	5	6	56
58	6	8	52
59	6	8	41
60	6	12	73
61	6	28	12
62	6	13	99
63	6	7	80
64	6	7	31
65	6	11	50
66	6	12	95
67	7	9	77
68	7	18	18
69	7	9	10
70	7	9	62
71	8	10	81
72	8	9	55
73	8	12	65
74	8	9	12
75	8	13	15
76	9	12	48
77	9	23	59
78	9	11	84
79	9	14	49
80	9	18	30
81	9	13	14
82	9	13	64
83	9	18	74
84	9	10	90
85	10	21	81
86	10	13	12
87	10	12	74
88	10	14	87
89	10	20	22
90	10	14	93
91	11	21	72
92	11	16	66
93	11	16	88
94	11	13	94
95	12	16	99
96	12	19	24
97	12	26	72
98	12	21	25
99	12	14	80
100	12	20	44
101	13	15	52
102	13	23	89
103	13	16	68
104	13	15	34
105	13	23	13
106	13	14	61
107	13	15	35
108	14	23	77
109	14	19	57
110	14	16	51
111	14	15	26
112	14	15	61
113	15	16	71
114	15	17	18
115	15	16	31
116	15	20	22
117	15	16	70
118	16	19	37
119	16	18	39
120	16	21	67
121	16	28	72
122	16	17	30
123	16	21	19
124	16	32	75
125	16	19	54
126	16	25	19
127	17	22	81
128	17	18	46
129	17	30	39
130	17	23	97
131	18	22	45
132	18	26	28
133	18	21	47
134	18	19	31
135	18	29	68
136	19	24	87
137	19	20	55
138	19	20	79
139	19	20	80
140	19	22	41
141	20	36	80
142	20	25	58
143	20	32	95
144	20	31	58
145	20	29	34
146	20	24	70
147	21	31	10
148	21	26	54
149	21	22	84
150	21	24	52
151	21	23	94
152	21	24	23
153	22	26	39
154	22	24	21
155	22	27	12
156	22	25	10
157	23	27	77
158	23	34	81
159	23	26	16
160	23	27	49
161	23	35	54
162	23	25	38
163	24	30	97
164	24	29	61
165	24	35	45
166	24	32	25
167	24	31	73
168	24	29	88
169	25	40	17
170	25	26	67
171	25	27	98
172	25	27	20
173	26	36	89
174	26	34	32
175	26	31	68
176	26	28	73
177	26	29	11
178	26	41	22
179	27	33	49
180	27	28	13
181	27	33	90
182	27	30	72
183	27	36	71
184	28	34	78
185	28	31	33
186	28	31	63
187	28	31	94
188	29	35	62
189	29	31	20
190	29	33	45
191	29	38	77
192	29	30	14
193	30	42	43
194	30	31	90
195	30	38	96
196	30	32	70
197	31	33	30
198	31	33	89
199	31	37	89
200	31	35	82
201	31	37	27
202	31	33	85
203	31	36	45
204	31	34	31
205	31	33	66
206	32	38	95
207	32	33	35
208	32	42	64
209	32	33	17
210	33	47	45
211	33	36	16
212	33	35	79
213	33	44	68
214	33	44	50
215	33	34	48
216	33	34	24
217	33	34	78
218	33	35	35
219	34	35	32
220	34	37	51
221	34	35	59
222	34	37	17
223	34	46	79
224	34	35	66
225	34	37	25
226	35	36	69
227	35	39	85
228	35	37	57
229	35	36	58
230	35	45	72
231	35	36	99
232	35	41	40
233	35	43	86
234	35	40	36
235	36	39	53
236	36	41	80
237	36	37	65
238	36	42	17
239	36	39	80
240	36	39	77
241	36	39	76
242	36	38	22
243	37	41	49
244	37	41	81
245	37	52	74
246	37	40	10
247	37	41	24
248	37	38	90
249	37	39	93
250	38	39	23
251	38	42	50
252	38	42	91
253	38	40	66
254	38	53	44
255	39	40	19
256	39	40	86
257	39	42	24
258	39	40	53
259	39	40	21
260	39	42	33
261	39	40	15
262	40	41	15
263	40	47	12
264	40	49	91
265	40	42	42
266	40	45	77
267	40	42	66
268	40	45	84
269	40	52	67
270	40	46	87
271	41	45	11
272	41	45	93
273	41	47	15
274	41	43	42
275	41	47	82
276	41	59	23
277	41	46	89
278	42	60	79
279	42	43	77
280	42	44	58
281	42	44	10
282	42	43	97
283	42	49	96
284	42	50	78
285	42	48	100
286	42	45	60
287	43	45	80
288	43	47	34
289	43	49	53
290	43	44	97
291	44	46	31
292	44	50	89
293	44	45	57
294	44	49	31
295	44	59	98
296	45	50	33
297	45	46	92
298	45	48	22
299	45	50	44
300	45	50	48
301	45	47	42
302	45	46	74
303	45	46	13
304	46	56	50
305	46	47	46
306	46	54	73
307	46	50	70
308	46	55	16
309	46	48	80
310	46	51	92
311	47	48	33
312	47	51	78
313	47	54	39
314	47	61	63
315	47	48	31
316	47	61	36
317	47	52	59
318	48	49	92
319	48	49	75
320	48	53	49
321	48	49	44
322	48	53	23
323	49	52	57
324	49	61	56
325	49	57	61
326	49	53	55
327	49	50	77
328	49	72	93
329	49	76	77
330	50	51	27
331	50	68	15
332	50	51	64
333	50	51	55
334	50	51	84
335	50	57	82
336	50	54	21
337	51	60	96
338	51	60	18
339	51	52	63
340	51	55	49
341	51	58	16
342	51	52	92
343	52	57	60
344	52	56	13
345	52	53	95
346	52	55	89
347	52	65	69
348	52	55	58
349	53	57	76
350	53	54	76
351	53	56	80
352	53	56	90
353	53	55	100
354	54	57	77
355	54	55	67
356	54	57	32
357	54	57	91
358	55	66	35
359	55	58	38
360	55	67	53
361	55	58	97
362	55	61	87
363	55	56	28
364	56	59	63
365	56	63	84
366	56	59	70
367	56	58	32
368	56	63	44
369	57	69	81
370	57	65	45
371	57	65	92
372	57	60	50
373	57	60	64
374	57	65	12
375	57	71	74
376	58	60	96
377	58	63	14
378	58	68	55
379	58	64	86
380	59	70	52
381	59	61	56
382	59	61	40
383	59	62	14
384	60	64	46
385	60	61	63
386	60	61	72
387	60	63	85
388	60	61	13
389	60	70	33
390	61	67	87
391	61	68	72
392	61	62	48
393	61	62	80
394	61	75	78
395	61	62	38
396	61	66	37
397	61	72	88
398	61	76	53
399	62	69	34
400	62	67	91
401	62	69	26
402	62	64	42
403	63	64	23
404	63	67	23
405	63	65	12
406	63	65	63
407	64	67	63
408	64	65	15
409	64	65	95
410	64	72	55
411	65	67	30
412	65	70	38
413	65	66	42
414	65	70	25
415	65	71	45
416	65	66	35
417	65	67	45
418	65	67	72
419	66	67	73
420	66	76	23
421	66	80	43
422	66	68	51
423	67	69	77
424	67	68	43
425	67	71	53
426	67	72	94
427	67	68	77
428	67	68	98
429	67	70	52
430	67	69	70
431	67	75	91
432	68	69	27
433	68	71	44
434	68	69	93
435	68	80	79
436	68	80	71
437	68	69	100
438	68	71	94
439	69	85	17
440	69	70	12
441	69	70	73
442	69	74	61
443	69	70	20
444	69	77	14
445	69	72	23
446	69	72	53
447	70	72	77
448	70	71	38
449	70	75	52
450	70	74	71
451	70	72	70
452	70	82	59
453	70	81	89
454	70	73	68
455	71	77	54
456	71	88	98
457	71	73	28
458	71	72	20
459	71	74	99
460	71	74	57
461	72	77	41
462	72	73	53
463	72	77	18
464	72	74	91
465	72	73	54
466	72	74	77
467	72	75	18
468	72	73	10
469	72	76	35
470	73	82	50
471	73	74	38
472	73	74	41
473	73	77	72
474	73	75	67
475	74	76	10
476	74	76	74
477	74	79	49
478	74	79	73
479	74	75	27
480	74	82	14
481	74	85	31
482	74	84	43
483	75	79	21
484	75	76	36
485	75	84	61
486	75	76	54
487	75	87	92
488	75	82	72
489	76	78	23
490	76	77	24
491	76	78	54
492	76	82	19
493	76	77	18
494	76	83	35
495	76	79	74
496	76	77	53
497	77	78	87
498	77	82	79
499	77	79	78
500	77	82	30
501	77	80	56
502	77	80	38
503	77	83	10
504	77	78	70
505	78	85	94
506	78	81	44
507	78	87	53
508	78	79	59
509	79	81	17
510	79	83	98
511	79	105	58
512	79	84	10
513	79	80	73
514	79	83	73
515	80	83	57
516	80	83	67
517	80	88	12
518	80	81	58
519	80	81	84
520	80	87	32
521	81	86	65
522	81	85	90
523	81	90	71
524	81	84	91
525	81	82	55
526	82	96	49
527	82	84	75
528	82	89	63
529	82	99	61
530	82	83	86
531	82	87	18
532	82	83	56
533	82	85	43
534	83	88	11
535	83	86	44
536	83	86	60
537	83	90	87
538	83	95	78
539	83	84	88
540	83	89	47
541	83	85	69
542	84	87	70
543	84	85	78
544	84	89	78
545	84	95	22
546	84	89	45
547	84	95	48
548	85	88	45
549	85	89	12
550	85	87	94
551	85	98	35
552	85	89	18
553	85	86	74
554	85	93	21
555	86	93	15
556	86	90	80
557	86	100	31
558	86	89	22
